body,total_user_messages,story,chat_link,created_at,stop_logic_data,message_type_text,full_name,last_nodes
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4266269/#id_16749765_1,2018-01-25T10:06Z,False_continue,regular,Gayatri ,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Railway Stations,https://api.haptikapi.com//user_info/4258242/#id_16749845_1,2018-01-25T10:09Z,False_continue,app_location,Sanjay ,[u'NEARBY_RAILWAY']
"More options{attempt: 2, api_name: nearby_api , places_type: ATM}",1,Nearby General Task,https://api.haptikapi.com//user_info/4228090/#id_16728999_2,2018-01-24T22:02Z,False_continue,regular,MD Dawood,[u'NEARBY_TASK']
Hotel,1,Nearby General Task,https://api.haptikapi.com//user_info/4155088/#id_16527431_13,2018-01-24T22:41Z,False_continue,regular,gopal singh,[u'NEARBY_TASK']
i want to search for a location{task},3,Nearby General Task,https://api.haptikapi.com//user_info/2857487/#id_12556002_6,2018-01-24T23:39Z,False_continue,regular,Umesh Kumar Singh,[u'NEARBY_TASK']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Gas,https://api.haptikapi.com//user_info/4223503/#id_16728769_1,2018-01-24T20:31Z,False_continue,app_location,Me.gulsaba Alam,[u'NEARBY_GAS']
"💡 Tell me a story{task}{attempt: 2, api_name: nearby_api , places_type: ATM}",4,Savings Story,https://api.haptikapi.com//user_info/4261980/#id_16728988_2,2018-01-24T21:58Z,False_continue,regular,vaisakh k,[u'STEP_TWO_A']
"More
Nearby: Night Club",2,Nearby Night Club,https://api.haptikapi.com//user_info/4228090/#id_16728999_9,2018-01-24T22:09Z,False_continue,auto_form_reply,MD Dawood,[u'NEARBY_NIGHT_CLUB']
"Hey, can you find me the nearest petrol pump?{task}",2,Nearby Gas,https://api.haptikapi.com//user_info/4261767/#id_16728485_1,2018-01-24T19:37Z,False_continue,regular,saddam hussain,[u'NEARBY_GAS']
I want to know best school in pune,3,No Story,https://api.haptikapi.com//user_info/4248473/#id_16700000_4,2018-01-24T19:27Z,True_no_nodes,regular,Jyotsna Nandini,[u'No Nodes']
Ok thank you,3,No Story,https://api.haptikapi.com//user_info/4248473/#id_16700000_4,2018-01-24T19:27Z,True_Casual_no_nodes,regular,Jyotsna Nandini,[u'No Nodes']
"Search Again Nearby
Nearby: Gym for womens",3,Nearby Complaint Flow,https://api.haptikapi.com//user_info/4261753/#id_16728717_4,2018-01-24T20:28Z,False_continue,auto_form_reply,subiya khan,[u'NEARBY_SEARCH_AGAIN']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",28,Nearby Beauty Salon,https://api.haptikapi.com//user_info/4257432/#id_16720383_7,2018-01-24T21:20Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_BEAUTY_SALON']
"Hey, can you find me the nearest petrol pump?{task} ",28,Nearby Gas,https://api.haptikapi.com//user_info/4257432/#id_16720383_7,2018-01-24T21:20Z,False_continue,carousel_message,srib test,[u'NEARBY_GAS']
/@,28,Nearby Atm Details,https://api.haptikapi.com//user_info/4257432/#id_16720383_7,2018-01-24T21:36Z,True_no_nodes,regular,srib test,[u'NEARBY_ATM']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",28,Nearby Gas,https://api.haptikapi.com//user_info/4257432/#id_16720383_7,2018-01-24T21:38Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_GAS']
"Hey, can you find me the nearest ATM?{task} ",28,Nearby Atm Details,https://api.haptikapi.com//user_info/4257432/#id_16720383_7,2018-01-24T21:20Z,False_continue,carousel_message,srib test,[u'NEARBY_ATM']
"Hey, can you find me the nearest petrol pump?{task} ",28,Nearby Gas,https://api.haptikapi.com//user_info/4257432/#id_16720383_7,2018-01-24T21:36Z,False_continue,carousel_message,srib test,[u'NEARBY_GAS']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",28,Nearby Beauty Salon,https://api.haptikapi.com//user_info/4257432/#id_16720383_7,2018-01-24T21:16Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_BEAUTY_SALON']
"Hey User hasn't given location permission to us. Ask him if he is facing difficulty in
    switching on location services {note}",28,Nearby Atm Details,https://api.haptikapi.com//user_info/4257432/#id_16720383_7,2018-01-24T21:29Z,False_reply_without_graphflow,app_location,srib test,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task} ",28,Nearby Atm Details,https://api.haptikapi.com//user_info/4257432/#id_16720383_7,2018-01-24T21:36Z,False_continue,carousel_message,srib test,[u'NEARBY_ATM']
{emoticon}{thumbsup},28,Nearby Gas,https://api.haptikapi.com//user_info/4257432/#id_16720383_7,2018-01-24T21:39Z,True_Casual_nothing_changed,regular,srib test,[u'NEARBY_GAS']
"More options{attempt: 2, api_name: nearby_api , places_type: Petrol Pump}",1,Nearby General Task,https://api.haptikapi.com//user_info/4228090/#id_16728999_8,2018-01-24T22:08Z,False_continue,regular,MD Dawood,[u'NEARBY_TASK']
"Hey, can you find me the nearest petrol pump?{task} ",3,Nearby Gas,https://api.haptikapi.com//user_info/4228090/#id_16728999_7,2018-01-24T22:07Z,False_continue,carousel_message,MD Dawood,[u'NEARBY_GAS']
{image}{http://expertdashboardcf.haptikapi.com/content/19d5bbd26004d62f2ea0b24d098195b487dd5d8928067d2b71e4254c194f0d25.jpeg?w=1080&h=1920},2,No Story,https://api.haptikapi.com//user_info/4228090/#id_16728999_4,2018-01-24T22:05Z,False_reply_without_graphflow,image,MD Dawood,[u'No Nodes']
What is this,2,No Story,https://api.haptikapi.com//user_info/4228090/#id_16728999_5,2018-01-24T22:05Z,True_no_nodes,regular,MD Dawood,[u'No Nodes']
"Hi, I am interested in Weight Loss Offers{task}",1,OFFERS,https://api.haptikapi.com//user_info/4262006/#id_16729024_1,2018-01-24T22:18Z,False_continue,regular,Mohamed Ali,[u'WEIGHT_LOSS_OFFERS_VLCC']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4262064/#id_16729122_1,2018-01-24T23:28Z,False_continue,regular,palle ramesh,[u'NEARBY_ATM']
"More
Nearby: Airport",3,Nearby Airport,https://api.haptikapi.com//user_info/3297771/#id_16727941_1,2018-01-24T18:43Z,False_continue,auto_form_reply,sanjay dhara,[u'NEARBY_AIRPORT']
"Hi, I am interested in Weight Loss Offers{task}",1,OFFERS,https://api.haptikapi.com//user_info/4261421/#id_16727871_1,2018-01-24T18:36Z,False_continue,regular,lovely,[u'WEIGHT_LOSS_OFFERS_VLCC']
Report an Issue,2,Nearby Complaint Flow,https://api.haptikapi.com//user_info/4261405/#id_16727838_3,2018-01-24T18:36Z,False_continue,regular,nitesh mishra,[u'NEARBY_COMPLAINT']
i want to search for a location{task},1,No Story,https://api.haptikapi.com//user_info/4261465/#id_16727922_1,2018-01-24T18:41Z,,regular,SREEKANTH MENON,[u'No Nodes']
"More options{attempt: 2, api_name: nearby_api , places_type: Beauty Salon}",2,Nearby General Task,https://api.haptikapi.com//user_info/3145049/#id_13287606_11,2018-01-24T18:54Z,False_continue,regular,Arup das,[u'NEARBY_TASK']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4255829/#id_16728063_1,2018-01-24T18:54Z,False_continue,regular,bikram,[u'NEARBY_ATM']
Send me on location,4,Nearby Atm Details,https://api.haptikapi.com//user_info/3145049/#id_13287606_12,2018-01-24T18:55Z,True_no_nodes,regular,Arup das,[u'NEARBY_ATM']
"More
Nearby: Night Club",2,Nearby Night Club,https://api.haptikapi.com//user_info/3145049/#id_13287606_13,2018-01-24T18:56Z,False_continue,auto_form_reply,Arup das,[u'NEARBY_NIGHT_CLUB']
{emoticon}{thumbsup},3,No Story,https://api.haptikapi.com//user_info/4255829/#id_16728063_2,2018-01-24T18:56Z,True_Casual_no_nodes,regular,bikram,[u'No Nodes']
"Hey, can you find me the nearest ATM?{task}",1,Nearby Atm Details,https://api.haptikapi.com//user_info/2693607/#id_12194727_1,2018-01-24T18:51Z,False_continue,regular,hardik lodhari,[u'NEARBY_ATM']
i want to search for a location{task},1,No Story,https://api.haptikapi.com//user_info/2722051/#id_12240127_2,2018-01-24T18:49Z,,regular,Anjali kariya,[u'No Nodes']
daund jn,4,Nearby Atm Details,https://api.haptikapi.com//user_info/3924855/#id_16012749_3,2018-01-24T19:02Z,True_no_nodes,regular,javed shaikh,[u'NEARBY_ATM']
i want to search for a location{task},1,No Story,https://api.haptikapi.com//user_info/4234315/#id_16674363_2,2018-01-24T18:56Z,,regular,ramandeep kaur,[u'No Nodes']
"Hi, I am interested in Spa Offers",6,OFFERS,https://api.haptikapi.com//user_info/4154894/#id_16728131_1,2018-01-24T19:04Z,False_continue,regular,shweta rj,[u'SPA_OFFERS_VLCC']
Atm,6,OFFERS,https://api.haptikapi.com//user_info/4154894/#id_16728131_1,2018-01-24T19:05Z,True_nothing_changed,regular,shweta rj,[u'SPA_OFFERS_VLCC']
"Hey, can you find me the nearest medical store?{task}",1,Nearby Pharmacy,https://api.haptikapi.com//user_info/4232886/#id_16673962_4,2018-01-24T19:06Z,False_continue,regular,M.husain  burhani,[u'NEARBY_PHARMACY']
"Hey, can you find me the nearest ATM?{task}",1,Nearby Atm Details,https://api.haptikapi.com//user_info/4139216/#id_16728114_1,2018-01-24T19:00Z,False_continue,regular,tahir mansoori,[u'NEARBY_ATM']
"💡 Tell me a story{task}{attempt: 2, api_name: nearby_api , places_type: ATM}",1,Savings Story,https://api.haptikapi.com//user_info/4154894/#id_16728131_2,2018-01-24T19:06Z,False_continue,regular,shweta rj,[u'STEP_TWO_A']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/4261665/#id_16728281_1,2018-01-24T19:15Z,False_continue,app_location,Sumit BAGARIYA,[u'NEARBY_ATM']
i want to search for a location{task},1,No Story,https://api.haptikapi.com//user_info/4020067/#id_16222037_9,2018-01-24T19:03Z,,regular,Hemant Ambekar,[u'No Nodes']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4261686/#id_16728327_1,2018-01-24T19:19Z,False_continue,app_location,Prasad Inamdar,[u'NEARBY_ATM']
Shubhangi optics,3,Nearby General Task,https://api.haptikapi.com//user_info/4261652/#id_16728342_1,2018-01-24T19:20Z,False_continue,regular,Swapnil Tamhane,[u'NEARBY_TASK']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4190106/#id_16583195_2,2018-01-24T18:08Z,False_continue,regular,Soumyajit mukherjee,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Gas,https://api.haptikapi.com//user_info/4259879/#id_16727508_1,2018-01-24T18:08Z,False_continue,app_location,HEMANT KUMAR,[u'NEARBY_GAS']
"Hey, can you find me the nearest ATM?{task}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/4261286/#id_16727525_1,2018-01-24T18:09Z,False_continue,regular,amir sohail,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/4261286/#id_16727525_1,2018-01-24T18:09Z,False_continue,app_location,amir sohail,[u'NEARBY_ATM']
"More options{attempt: 2, api_name: nearby_api , places_type: Petrol Pump}",1,Nearby General Task,https://api.haptikapi.com//user_info/4259879/#id_16727508_2,2018-01-24T18:10Z,False_continue,regular,HEMANT KUMAR,[u'NEARBY_TASK']
"More options{attempt: 2, api_name: nearby_api , places_type: Bus Stop}",1,Nearby General Task,https://api.haptikapi.com//user_info/3984440/#id_16138799_5,2018-01-24T18:10Z,False_continue,regular,Ashita Dadheech,[u'NEARBY_TASK']
Bus for ITO,2,Nearby General Task,https://api.haptikapi.com//user_info/3984440/#id_16138799_6,2018-01-24T18:11Z,False_continue,regular,Ashita Dadheech,[u'NEARBY_TASK']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4261145/#id_16727438_1,2018-01-24T18:12Z,False_continue,app_location,mohd faizan,[u'NEARBY_ATM']
i want to search for a location{task},3,Nearby General Task,https://api.haptikapi.com//user_info/4029553/#id_16242933_7,2018-01-24T18:13Z,False_continue,regular,M,[u'NEARBY_TASK']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Post Office,https://api.haptikapi.com//user_info/4029553/#id_16242933_7,2018-01-24T18:14Z,False_continue,app_location,M,[u'NEARBY_POST_OFFICE']
"Hey, can you find me the nearest Bus Stop?{task}",2,Nearby Bus Stops,https://api.haptikapi.com//user_info/2844216/#id_12525127_7,2018-01-24T18:14Z,False_continue,regular,Suraj Minche,[u'NEARBY_BUS_STOP']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,No Story,https://api.haptikapi.com//user_info/4261291/#id_16727577_2,2018-01-24T18:14Z,True_no_nodes,app_location,Noor alam,[u'No Nodes']
"Hey, can you find me the nearest ATM?{task}",4,Nearby Atm Details,https://api.haptikapi.com//user_info/4093416/#id_16727609_1,2018-01-24T18:16Z,False_continue,regular,MEGH NATH ROY,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",4,Nearby Atm Details,https://api.haptikapi.com//user_info/4093416/#id_16727609_1,2018-01-24T18:17Z,True_nothing_changed,app_location,MEGH NATH ROY,[u'NEARBY_ATM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",4,Nearby Complaint Flow,https://api.haptikapi.com//user_info/4261291/#id_16727577_4,2018-01-24T18:18Z,False_continue,app_location,Noor alam,[u'NEARBY_LOCATION_UPDATE']
"Nearby Issue
Issue: Wrong Location",4,Nearby Complaint Flow,https://api.haptikapi.com//user_info/4261291/#id_16727577_4,2018-01-24T18:18Z,False_continue,auto_form_reply,Noor alam,[u'COMPLAINT_WRONG_LOCATION']
Look for something else,2,Nearby Search Again Flow,https://api.haptikapi.com//user_info/4261291/#id_16727577_5,2018-01-24T18:18Z,False_continue,regular,Noor alam,[u'NEARBY_RETRY']
Where,3,Nearby Atm Details,https://api.haptikapi.com//user_info/4261322/#id_16727613_2,2018-01-24T18:21Z,True_no_nodes,regular,suhail Dhanish,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task} ",3,Nearby Atm Details,https://api.haptikapi.com//user_info/4261322/#id_16727613_2,2018-01-24T18:22Z,False_continue,carousel_message,suhail Dhanish,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task} ",3,Nearby Atm Details,https://api.haptikapi.com//user_info/4261322/#id_16727613_2,2018-01-24T18:21Z,False_continue,carousel_message,suhail Dhanish,[u'NEARBY_ATM']
"More
Nearby: Night Club",3,Nearby Night Club,https://api.haptikapi.com//user_info/2683196/#id_16727660_3,2018-01-24T18:23Z,False_continue,auto_form_reply,amocha irom,[u'NEARBY_NIGHT_CLUB']
{emoticon}{thumbsup},9,No Story,https://api.haptikapi.com//user_info/4261358/#id_16727667_1,2018-01-24T18:23Z,True_Casual_no_nodes,regular,Rik Mondal,[u'No Nodes']
Apka  ghar kaha hai??,9,No Story,https://api.haptikapi.com//user_info/4261358/#id_16727667_1,2018-01-24T18:23Z,True_no_nodes,regular,Rik Mondal,[u'No Nodes']
Hey can you find me the nearest Bus Stop?{task} ,1,Nearby Bus Stops,https://api.haptikapi.com//user_info/3962133/#id_16098311_2,2018-01-24T18:23Z,False_continue,carousel_message,k v govind,[u'NEARBY_BUS_STOP']
"Hi, I am interested in Weight Loss Offers{task}",1,OFFERS,https://api.haptikapi.com//user_info/4177082/#id_16727580_1,2018-01-24T18:13Z,False_continue,regular,Vivek Kumar,[u'WEIGHT_LOSS_OFFERS_VLCC']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",4,Nearby General Task,https://api.haptikapi.com//user_info/3984440/#id_16138799_7,2018-01-24T18:25Z,False_continue,app_location,Ashita Dadheech,[u'NEARBY_TASK']
Bus for ITO from Mayur Vihar Phase 1,4,No Story,https://api.haptikapi.com//user_info/3984440/#id_16138799_7,2018-01-24T18:12Z,True_outlier,regular,Ashita Dadheech,[u'No Nodes']
i want to search for a location{task},3,No Story,https://api.haptikapi.com//user_info/3799679/#id_15577277_3,2018-01-24T18:26Z,,regular,dkg gupta,[u'No Nodes']
"Hey, can you find me the nearest ATM?{task}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/3189622/#id_16727737_2,2018-01-24T18:27Z,False_continue,regular,abhishek Ray,[u'NEARBY_ATM']
"More options{attempt: 2, api_name: nearby_api , places_type: ATM}",3,Nearby General Task,https://api.haptikapi.com//user_info/3189622/#id_16727737_2,2018-01-24T18:26Z,False_continue,regular,abhishek Ray,[u'NEARBY_TASK']
i want to search for a location{task},4,Nearby Beauty Salon,https://api.haptikapi.com//user_info/4152909/#id_16616154_3,2018-01-24T18:28Z,,regular,Mahendra Relwani,[u'NEARBY_BEAUTY_SALON']
"Hi, I am interested in Weight Loss Offers{task}",4,OFFERS,https://api.haptikapi.com//user_info/4152909/#id_16616154_3,2018-01-24T18:24Z,False_continue,regular,Mahendra Relwani,[u'WEIGHT_LOSS_OFFERS_VLCC']
"More
Nearby: Airport",3,Nearby Airport,https://api.haptikapi.com//user_info/3189622/#id_16727737_4,2018-01-24T18:28Z,False_continue,auto_form_reply,abhishek Ray,[u'NEARBY_AIRPORT']
i want to search for a location{task},3,Nearby General Task,https://api.haptikapi.com//user_info/4152909/#id_16616154_4,2018-01-24T18:29Z,False_continue,regular,Mahendra Relwani,[u'NEARBY_TASK']
i want to search for a location{task},1,No Story,https://api.haptikapi.com//user_info/4118938/#id_16727657_1,2018-01-24T18:19Z,,regular,Hari Prasad M,[u'No Nodes']
"More options{attempt: 2, api_name: nearby_api , places_type: Petrol Pump}",1,Nearby General Task,https://api.haptikapi.com//user_info/4093416/#id_16727609_3,2018-01-24T18:31Z,False_continue,regular,MEGH NATH ROY,[u'NEARBY_TASK']
"More
Nearby: Night Club",5,Nearby Night Club,https://api.haptikapi.com//user_info/4152909/#id_16616154_5,2018-01-24T18:30Z,False_continue,auto_form_reply,Mahendra Relwani,[u'NEARBY_NIGHT_CLUB']
i want to search for a location{task},5,Nearby General Task,https://api.haptikapi.com//user_info/4152909/#id_16616154_5,2018-01-24T18:30Z,False_continue,regular,Mahendra Relwani,[u'NEARBY_TASK']
{emoticon}{thumbsup},1,No Story,https://api.haptikapi.com//user_info/4261324/#id_16727633_2,2018-01-24T18:23Z,True_Casual_no_nodes,regular,Dev Kushwah,[u'No Nodes']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4082397/#id_16727867_1,2018-01-24T18:36Z,False_continue,regular,sk moidul,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4261478/#id_16727885_1,2018-01-24T18:37Z,False_continue,regular,neha shrivastava,[u'NEARBY_ATM']
i want to search for a location{task},2,Nearby General Task,https://api.haptikapi.com//user_info/4261414/#id_16727869_2,2018-01-24T18:38Z,False_continue,regular,Anjali Ahire,[u'NEARBY_TASK']
"More
Nearby: Gym",2,Nearby Gym,https://api.haptikapi.com//user_info/4261414/#id_16727869_2,2018-01-24T18:38Z,False_continue,auto_form_reply,Anjali Ahire,[u'NEARBY_GYM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4261438/#id_16727896_1,2018-01-24T18:38Z,False_continue,app_location,Surendra Gupta,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4261438/#id_16727896_1,2018-01-24T18:38Z,False_continue,regular,Surendra Gupta,[u'NEARBY_ATM']
"More
Nearby: Gym",5,Nearby Gym,https://api.haptikapi.com//user_info/4261434/#id_16727902_1,2018-01-24T18:38Z,False_continue,auto_form_reply,Keshav Upneja,[u'NEARBY_GYM']
"Hey, can you find me the nearest petrol pump?{task}",4,Nearby Gas,https://api.haptikapi.com//user_info/4223885/#id_16727914_1,2018-01-24T18:40Z,False_continue,regular,BH@NU R@P@K@,[u'NEARBY_GAS']
"Hey, can you find me the nearest Bus Stop?{task}",2,Nearby Bus Stops,https://api.haptikapi.com//user_info/3821103/#id_15650135_22,2018-01-24T19:23Z,False_continue,regular,Aman Trivedi,[u'NEARBY_BUS_STOP']
"More options{attempt: 2, api_name: nearby_api , places_type: Bus Stop}",1,Nearby General Task,https://api.haptikapi.com//user_info/3821103/#id_15650135_23,2018-01-24T19:23Z,False_continue,regular,Aman Trivedi,[u'NEARBY_TASK']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/4001198/#id_16179149_1,2018-01-24T19:30Z,,app_location,amrish kumar,[u'NEARBY_ATM']
i want to search for a location{task},4,Nearby General Task,https://api.haptikapi.com//user_info/4261891/#id_16728806_1,2018-01-24T20:37Z,False_continue,regular,Anurag Kumar,[u'NEARBY_TASK']
Report an Issue{task} ,5,Nearby Complaint Flow,https://api.haptikapi.com//user_info/3811807/#id_15615949_35,2018-01-24T21:55Z,False_continue,carousel_message,Biswal JULU,[u'NEARBY_COMPLAINT']
"Hey, can you find a beauty salon near me?{task}",2,Nearby Beauty Salon,https://api.haptikapi.com//user_info/3627825/#id_14905222_7,2018-01-24T23:28Z,False_continue,regular,Debanjan Mukherjee,[u'NEARBY_BEAUTY_SALON']
Mitti k tel se upern per kya kiya jay,4,No Story,https://api.haptikapi.com//user_info/4262000/#id_16729013_3,2018-01-24T22:47Z,True_no_nodes,regular,dev sharma,[u'No Nodes']
Bijnor,2,Nearby Atm Details,https://api.haptikapi.com//user_info/4262041/#id_16729081_1,2018-01-24T23:01Z,False_continue,regular,sudhir sharma,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4262041/#id_16729081_1,2018-01-24T23:01Z,False_continue,regular,sudhir sharma,[u'NEARBY_ATM']
No,3,No Story,https://api.haptikapi.com//user_info/4261825/#id_16728661_4,2018-01-24T20:10Z,True_no_nodes,regular,Ravi kumar,[u'No Nodes']
"More options{attempt: 2, api_name: nearby_api , places_type: Petrol Pump}",3,Nearby General Task,https://api.haptikapi.com//user_info/4223503/#id_16728769_2,2018-01-24T20:33Z,False_continue,regular,Me.gulsaba Alam,[u'NEARBY_TASK']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/3672072/#id_15058951_2,2018-01-24T23:04Z,False_continue,regular,Mohd Jawed,[u'NEARBY_ATM']
Ok,3,Nearby Atm Details,https://api.haptikapi.com//user_info/4191318/#id_16728925_1,2018-01-24T21:27Z,,regular,deepak kumar,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/4191318/#id_16728925_1,2018-01-24T21:27Z,False_continue,regular,deepak kumar,[u'NEARBY_ATM']
"Hey, can you find me the nearest medical store?{task}",1,Nearby Pharmacy,https://api.haptikapi.com//user_info/4262000/#id_16729013_1,2018-01-24T22:11Z,False_continue,regular,dev sharma,[u'NEARBY_PHARMACY']
More options,1,Nearby General Task,https://api.haptikapi.com//user_info/4228090/#id_16728999_10,2018-01-24T22:12Z,False_continue,regular,MD Dawood,[u'NEARBY_TASK']
"💡 Tell me a story{task}{attempt: 2, api_name: nearby_api , places_type: ATM}",2,Savings Story,https://api.haptikapi.com//user_info/4139320/#id_16728440_2,2018-01-24T19:32Z,False_continue,regular,Raju Sahani,[u'STEP_TWO_A']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Gym,https://api.haptikapi.com//user_info/4261753/#id_16728717_1,2018-01-24T20:19Z,False_continue,app_location,subiya khan,[u'NEARBY_GYM']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby General Task,https://api.haptikapi.com//user_info/4261958/#id_16728927_1,2018-01-24T21:29Z,False_continue,app_location,anilkumar jha,[u'NEARBY_TASK']
"Appointment Details
Name: srib
Mobile Number: 9740099088",8,OFFERS,https://api.haptikapi.com//user_info/4257432/#id_16720383_9,2018-01-24T23:25Z,True_nothing_changed,auto_form_reply,srib test,[u'BOOK_APPOINTMENT_VLCC']
"Book Appointment{product_id:wellness, product_name: ​Trial Offer Slimming, api_name:vlcc} ",8,OFFERS,https://api.haptikapi.com//user_info/4257432/#id_16720383_9,2018-01-24T23:25Z,False_continue,carousel_message,srib test,[u'BOOK_APPOINTMENT_VLCC']
"Hey, can you find me the nearest petrol pump?{task}",2,Nearby Gas,https://api.haptikapi.com//user_info/4262087/#id_16729192_1,2018-01-24T23:56Z,False_continue,regular,Sushant kumar,[u'NEARBY_GAS']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/3160473/#id_16156915_8,2018-01-24T19:53Z,False_continue,app_location,Jay Sharma,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4191138/#id_16728821_1,2018-01-24T20:43Z,False_continue,regular,sarfaraz ahmed,[u'NEARBY_ATM']
"More options{attempt: 2, api_name: nearby_api , places_type: ATM}",1,Nearby General Task,https://api.haptikapi.com//user_info/4191138/#id_16728821_2,2018-01-24T20:47Z,False_continue,regular,sarfaraz ahmed,[u'NEARBY_TASK']
"Hey, can you find me the nearest ATM?{task}",3,Nearby Atm Details,https://api.haptikapi.com//user_info/4262069/#id_16729137_1,2018-01-24T23:34Z,False_continue,regular,Sikander Singh,[u'NEARBY_ATM']
atm,1,Nearby Atm Details,https://api.haptikapi.com//user_info/2719237/#id_16729138_2,2018-01-24T23:35Z,False_continue,regular,abishak,[u'NEARBY_ATM']
i want to search for a location{task},2,Nearby General Task,https://api.haptikapi.com//user_info/2857487/#id_12556002_7,2018-01-24T23:43Z,False_continue,regular,Umesh Kumar Singh,[u'NEARBY_TASK']
Linga rao center,3,Nearby Atm Details,https://api.haptikapi.com//user_info/4261976/#id_16728982_1,2018-01-24T21:56Z,True_no_nodes,regular,putta prasada rao,[u'NEARBY_ATM']
"More options{attempt: 2, api_name: nearby_api , places_type: ATM}",2,Nearby General Task,https://api.haptikapi.com//user_info/4261798/#id_16728563_2,2018-01-24T19:49Z,False_continue,regular,PRITPAL SINGH,[u'NEARBY_TASK']
Oii akash,1,No Story,https://api.haptikapi.com//user_info/2762729/#id_12325447_6,2018-01-24T20:17Z,True_no_nodes,regular,siddharth naik,[u'No Nodes']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",3,Nearby Night Club,https://api.haptikapi.com//user_info/4150943/#id_16728959_1,2018-01-24T21:39Z,False_continue,app_location,Goutam Das,[u'NEARBY_NIGHT_CLUB']
"Hey user has shared the location with us, please refresh the current location on left hand side to see the updated location {note}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4261980/#id_16728988_1,2018-01-24T21:57Z,False_continue,app_location,vaisakh k,[u'NEARBY_ATM']
"Hey, can you find me the nearest ATM?{task}",2,Nearby Atm Details,https://api.haptikapi.com//user_info/4261980/#id_16728988_1,2018-01-24T21:57Z,False_continue,regular,vaisakh k,[u'NEARBY_ATM']
